Kích_thước,Chiều_dài,Chu_vi,Màu_sắc,Chất_liệu,Kiểu_dáng,Họa_tiết,Phụ_kiện,Độ_dày,Tính_năng_đặc_biệt,Lứa_tuổi
XL,172,104,Đen,Cotton,Quần,Đơn sắc,Khóa kéo,Vừa,Giữ ấm,Người lớn
XXL,173,104,Đen,Cotton,Quần,Trơn,Thắt lưng,Vừa,Giữ ấm,Người lớn
L,174,94,Xám,Polyester,Quần,Trơn,Thắt lưng,Vừa,Chống nước,Người lớn
XL,150,99,Đen,Lụa,Váy,Trơn,Cúc,Vừa,Chống nắng,Người lớn
XXL,180,110,Trắng,Lụa,Quần,Trơn,Khóa kéo,Dày,Giữ ấm,Người lớn
L,176,106,Tím,Lụa,Áo sơ mi,Kẻ caro,Thắt lưng,Dày,Thoáng khí,Người lớn
XL,152,104,Xám,Cotton,Chân váy,Đơn sắc,Khóa kéo,Vừa,Thoáng khí,Người lớn
XXL,166,100,Xám,Denim,Chân váy,Đơn sắc,Cúc,Vừa,Thoáng khí,Người lớn
L,169,101,Đen,Polyester,Áo sơ mi,Trơn,Không,Dày,Chống nước,Người lớn
XL,169,102,Tím,Cotton,Chân váy,Đơn sắc,Không,Vừa,Chống nước,Người lớn
XXL,174,99,Xám,Lụa,Chân váy,Trơn,Cúc,Vừa,Chống nước,Người lớn
L,158,98,Trắng,Lụa,Áo khoác,Trơn,Không,Vừa,Chống nước,Người lớn
XL,157,93,Tím,Cotton,Quần,Kẻ caro,Khóa kéo,Vừa,Chống nước,Người lớn
XXL,169,90,Xám,Cotton,Chân váy,Kẻ caro,Không,Vừa,Chống nước,Người lớn
L,164,99,Trắng,Cotton,Áo khoác,Đơn sắc,Thắt lưng,Vừa,Giữ ấm,Người lớn
XL,156,93,Tím,Polyester,Áo len,Đơn sắc,Khóa kéo,Vừa,Chống nước,Người lớn
XXL,180,105,Trắng,Polyester,Chân váy,Đơn sắc,Khóa kéo,Dày,Chống nước,Người lớn
L,167,104,Đen,Denim,Áo len,Đơn sắc,Không,Dày,Chống nước,Người lớn
XL,177,106,Xám,Denim,Váy,Trơn,Cúc,Dày,Giữ ấm,Người lớn
XXL,161,101,Trắng,Cotton,Chân váy,Trơn,Không,Dày,Thoáng khí,Người lớn
L,175,94,Tím,Cotton,Áo khoác,Đơn sắc,Cúc,Vừa,Giữ ấm,Người lớn
XL,154,108,Tím,Cotton,Áo len,Kẻ caro,Thắt lưng,Vừa,Chống nước,Người lớn
XXL,172,108,Tím,Cotton,Áo len,Đơn sắc,Thắt lưng,Vừa,Chống nắng,Người lớn
L,167,100,Xám,Denim,Áo khoác,Kẻ caro,Không,Vừa,Thoáng khí,Người lớn
XL,177,105,Đen,Denim,Quần,Kẻ caro,Thắt lưng,Dày,Chống nước,Người lớn
XXL,153,104,Trắng,Cotton,Áo sơ mi,Trơn,Khóa kéo,Dày,Giữ ấm,Người lớn
L,180,99,Tím,Polyester,Áo khoác,Đơn sắc,Khóa kéo,Dày,Thoáng khí,Người lớn
XL,174,90,Xám,Cotton,Quần,Đơn sắc,Thắt lưng,Dày,Chống nước,Người lớn
XXL,160,99,Xám,Cotton,Áo sơ mi,Kẻ caro,Không,Vừa,Chống nắng,Người lớn
L,168,93,Đen,Denim,Chân váy,Đơn sắc,Khóa kéo,Dày,Thoáng khí,Người lớn
XL,156,108,Xám,Polyester,Áo len,Đơn sắc,Cúc,Dày,Chống nắng,Người lớn
XXL,170,92,Tím,Lụa,Quần,Kẻ caro,Khóa kéo,Vừa,Giữ ấm,Người lớn
L,174,98,Đen,Polyester,Quần,Kẻ caro,Không,Dày,Thoáng khí,Người lớn
XL,167,104,Tím,Polyester,Chân váy,Kẻ caro,Khóa kéo,Dày,Chống nước,Người lớn
XXL,155,94,Tím,Cotton,Áo khoác,Đơn sắc,Thắt lưng,Dày,Chống nước,Người lớn
L,169,103,Xám,Cotton,Áo khoác,Đơn sắc,Cúc,Dày,Chống nắng,Người lớn
XL,151,100,Đen,Polyester,Chân váy,Trơn,Khóa kéo,Dày,Giữ ấm,Người lớn
XXL,174,109,Xám,Lụa,Áo khoác,Trơn,Khóa kéo,Vừa,Chống nắng,Người lớn
L,172,104,Xám,Denim,Áo khoác,Trơn,Thắt lưng,Vừa,Chống nước,Người lớn
XL,179,105,Trắng,Cotton,Áo khoác,Kẻ caro,Thắt lưng,Dày,Chống nắng,Người lớn
XXL,172,100,Trắng,Lụa,Váy,Trơn,Khóa kéo,Vừa,Giữ ấm,Người lớn
L,163,100,Trắng,Cotton,Áo len,Đơn sắc,Không,Vừa,Chống nước,Người lớn
XL,154,97,Trắng,Denim,Váy,Trơn,Thắt lưng,Vừa,Giữ ấm,Người lớn
XXL,168,96,Xám,Polyester,Quần,Trơn,Không,Dày,Chống nắng,Người lớn
L,175,91,Tím,Cotton,Váy,Kẻ caro,Khóa kéo,Dày,Thoáng khí,Người lớn
XL,170,103,Trắng,Cotton,Quần,Đơn sắc,Thắt lưng,Dày,Chống nước,Người lớn
XXL,170,106,Tím,Polyester,Váy,Trơn,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,157,99,Trắng,Polyester,Váy,Trơn,Cúc,Dày,Thoáng khí,Người lớn
XL,166,98,Xám,Cotton,Quần,Đơn sắc,Không,Dày,Chống nắng,Người lớn
XXL,160,100,Xám,Lụa,Váy,Trơn,Khóa kéo,Vừa,Chống nắng,Người lớn
L,165,102,Tím,Lụa,Áo sơ mi,Trơn,Thắt lưng,Dày,Chống nắng,Người lớn
XL,175,93,Xám,Denim,Áo len,Trơn,Khóa kéo,Dày,Giữ ấm,Người lớn
XXL,158,92,Đen,Denim,Chân váy,Trơn,Cúc,Dày,Chống nước,Người lớn
L,154,100,Tím,Denim,Áo khoác,Đơn sắc,Thắt lưng,Dày,Chống nước,Người lớn
XL,170,107,Đen,Cotton,Áo khoác,Đơn sắc,Không,Dày,Chống nắng,Người lớn
XXL,176,96,Xám,Cotton,Váy,Đơn sắc,Cúc,Dày,Chống nước,Người lớn
L,152,95,Đen,Polyester,Chân váy,Kẻ caro,Thắt lưng,Vừa,Chống nước,Người lớn
XL,157,99,Xám,Lụa,Váy,Kẻ caro,Không,Dày,Chống nước,Người lớn
XXL,152,109,Xám,Denim,Áo sơ mi,Đơn sắc,Khóa kéo,Vừa,Thoáng khí,Người lớn
L,172,93,Trắng,Polyester,Áo len,Đơn sắc,Cúc,Vừa,Thoáng khí,Người lớn
XL,168,90,Xám,Polyester,Chân váy,Trơn,Không,Vừa,Chống nắng,Người lớn
XXL,173,102,Tím,Denim,Áo khoác,Kẻ caro,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,176,95,Xám,Cotton,Áo len,Trơn,Khóa kéo,Dày,Chống nước,Người lớn
XL,161,105,Đen,Lụa,Áo khoác,Đơn sắc,Thắt lưng,Vừa,Giữ ấm,Người lớn
XXL,179,104,Xám,Denim,Áo sơ mi,Trơn,Không,Dày,Giữ ấm,Người lớn
L,153,105,Tím,Cotton,Áo sơ mi,Đơn sắc,Khóa kéo,Vừa,Chống nước,Người lớn
XL,150,107,Tím,Lụa,Váy,Kẻ caro,Khóa kéo,Dày,Chống nước,Người lớn
XXL,166,92,Đen,Denim,Chân váy,Trơn,Thắt lưng,Dày,Thoáng khí,Người lớn
L,168,102,Tím,Lụa,Áo khoác,Đơn sắc,Không,Dày,Giữ ấm,Người lớn
XL,169,97,Trắng,Lụa,Chân váy,Trơn,Không,Dày,Thoáng khí,Người lớn
XXL,171,98,Tím,Polyester,Quần,Trơn,Cúc,Dày,Chống nước,Người lớn
L,159,106,Trắng,Cotton,Áo sơ mi,Trơn,Thắt lưng,Dày,Giữ ấm,Người lớn
XL,172,105,Trắng,Polyester,Váy,Trơn,Cúc,Dày,Giữ ấm,Người lớn
XXL,175,100,Đen,Cotton,Áo sơ mi,Đơn sắc,Thắt lưng,Dày,Chống nước,Người lớn
L,164,104,Trắng,Denim,Áo sơ mi,Kẻ caro,Thắt lưng,Dày,Chống nước,Người lớn
XL,152,107,Đen,Lụa,Áo khoác,Kẻ caro,Cúc,Dày,Thoáng khí,Người lớn
XXL,150,103,Xám,Denim,Áo len,Đơn sắc,Khóa kéo,Vừa,Giữ ấm,Người lớn
L,162,98,Trắng,Denim,Váy,Trơn,Cúc,Dày,Chống nắng,Người lớn
XL,162,106,Xám,Polyester,Áo khoác,Kẻ caro,Không,Vừa,Giữ ấm,Người lớn
XXL,152,98,Xám,Lụa,Váy,Kẻ caro,Thắt lưng,Dày,Giữ ấm,Người lớn
L,169,96,Đen,Cotton,Quần,Đơn sắc,Khóa kéo,Dày,Giữ ấm,Người lớn
XL,168,91,Trắng,Polyester,Quần,Đơn sắc,Thắt lưng,Dày,Giữ ấm,Người lớn
XXL,169,99,Đen,Cotton,Áo khoác,Trơn,Cúc,Vừa,Thoáng khí,Người lớn
L,165,102,Trắng,Lụa,Áo sơ mi,Đơn sắc,Thắt lưng,Dày,Chống nắng,Người lớn
XL,166,101,Đen,Polyester,Chân váy,Kẻ caro,Thắt lưng,Dày,Chống nước,Người lớn
XXL,159,93,Xám,Lụa,Áo sơ mi,Đơn sắc,Thắt lưng,Dày,Thoáng khí,Người lớn
L,158,95,Tím,Denim,Áo khoác,Trơn,Cúc,Vừa,Chống nước,Người lớn
XL,155,99,Đen,Cotton,Áo len,Kẻ caro,Không,Vừa,Giữ ấm,Người lớn
XXL,159,106,Trắng,Denim,Quần,Đơn sắc,Khóa kéo,Vừa,Chống nắng,Người lớn
L,151,104,Đen,Denim,Áo len,Trơn,Cúc,Dày,Giữ ấm,Người lớn
XL,169,90,Đen,Denim,Áo khoác,Đơn sắc,Không,Vừa,Chống nước,Người lớn
XXL,168,106,Tím,Lụa,Áo khoác,Kẻ caro,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,167,109,Xám,Cotton,Áo khoác,Trơn,Cúc,Dày,Thoáng khí,Người lớn
XL,151,97,Đen,Lụa,Chân váy,Kẻ caro,Cúc,Dày,Chống nắng,Người lớn
XXL,180,110,Trắng,Denim,Áo sơ mi,Kẻ caro,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,164,110,Tím,Lụa,Váy,Đơn sắc,Thắt lưng,Dày,Chống nắng,Người lớn
XL,152,97,Trắng,Cotton,Áo khoác,Kẻ caro,Thắt lưng,Vừa,Chống nắng,Người lớn
XXL,162,108,Xám,Denim,Chân váy,Trơn,Khóa kéo,Dày,Giữ ấm,Người lớn
L,173,107,Trắng,Polyester,Áo sơ mi,Trơn,Cúc,Vừa,Chống nước,Người lớn
XL,179,93,Xám,Lụa,Quần,Đơn sắc,Khóa kéo,Dày,Chống nắng,Người lớn
XXL,152,107,Đen,Denim,Váy,Kẻ caro,Thắt lưng,Dày,Thoáng khí,Người lớn
L,156,110,Tím,Lụa,Áo len,Trơn,Thắt lưng,Vừa,Chống nắng,Người lớn
XL,169,94,Tím,Denim,Váy,Đơn sắc,Không,Vừa,Chống nắng,Người lớn
XXL,167,107,Tím,Denim,Áo khoác,Kẻ caro,Cúc,Dày,Thoáng khí,Người lớn
L,156,109,Tím,Lụa,Váy,Trơn,Không,Dày,Thoáng khí,Người lớn
XL,158,96,Tím,Lụa,Chân váy,Trơn,Thắt lưng,Dày,Chống nước,Người lớn
XXL,175,106,Đen,Polyester,Váy,Đơn sắc,Cúc,Vừa,Thoáng khí,Người lớn
L,168,106,Trắng,Lụa,Áo len,Đơn sắc,Không,Vừa,Thoáng khí,Người lớn
XL,151,97,Tím,Lụa,Váy,Đơn sắc,Cúc,Vừa,Giữ ấm,Người lớn
XXL,172,99,Đen,Polyester,Chân váy,Kẻ caro,Thắt lưng,Dày,Giữ ấm,Người lớn
L,157,95,Trắng,Denim,Chân váy,Trơn,Thắt lưng,Vừa,Giữ ấm,Người lớn
XL,174,100,Trắng,Denim,Quần,Trơn,Thắt lưng,Vừa,Thoáng khí,Người lớn
XXL,175,109,Trắng,Polyester,Quần,Kẻ caro,Cúc,Vừa,Giữ ấm,Người lớn
L,163,107,Đen,Denim,Áo sơ mi,Đơn sắc,Không,Vừa,Chống nắng,Người lớn
XL,154,93,Tím,Denim,Váy,Đơn sắc,Cúc,Vừa,Giữ ấm,Người lớn
XXL,155,104,Tím,Polyester,Quần,Kẻ caro,Thắt lưng,Dày,Chống nắng,Người lớn
L,156,100,Trắng,Denim,Chân váy,Trơn,Cúc,Vừa,Chống nắng,Người lớn
XL,162,96,Trắng,Denim,Quần,Kẻ caro,Cúc,Dày,Giữ ấm,Người lớn
XXL,176,108,Xám,Cotton,Quần,Đơn sắc,Không,Vừa,Giữ ấm,Người lớn
L,153,104,Tím,Denim,Áo len,Kẻ caro,Cúc,Vừa,Giữ ấm,Người lớn
XL,153,90,Tím,Cotton,Chân váy,Kẻ caro,Thắt lưng,Vừa,Chống nắng,Người lớn
XXL,163,101,Trắng,Denim,Áo len,Kẻ caro,Thắt lưng,Dày,Chống nước,Người lớn
L,161,103,Đen,Denim,Áo khoác,Đơn sắc,Cúc,Dày,Giữ ấm,Người lớn
XL,177,106,Tím,Polyester,Áo len,Kẻ caro,Không,Dày,Chống nước,Người lớn
XXL,163,109,Tím,Denim,Quần,Trơn,Không,Dày,Giữ ấm,Người lớn
L,174,105,Tím,Cotton,Áo sơ mi,Kẻ caro,Không,Dày,Thoáng khí,Người lớn
XL,167,100,Xám,Denim,Áo len,Kẻ caro,Không,Dày,Thoáng khí,Người lớn
XXL,155,101,Đen,Cotton,Áo len,Trơn,Thắt lưng,Dày,Chống nắng,Người lớn
L,159,90,Tím,Cotton,Áo sơ mi,Kẻ caro,Không,Dày,Thoáng khí,Người lớn
XL,171,98,Xám,Denim,Áo sơ mi,Đơn sắc,Cúc,Vừa,Chống nắng,Người lớn
XXL,168,106,Tím,Cotton,Áo len,Trơn,Cúc,Vừa,Thoáng khí,Người lớn
L,157,90,Tím,Lụa,Áo len,Trơn,Không,Dày,Chống nắng,Người lớn
XL,150,107,Đen,Denim,Áo len,Trơn,Không,Vừa,Chống nước,Người lớn
XXL,157,96,Trắng,Denim,Váy,Đơn sắc,Không,Vừa,Thoáng khí,Người lớn
L,171,110,Đen,Lụa,Quần,Kẻ caro,Khóa kéo,Vừa,Thoáng khí,Người lớn
XL,156,92,Đen,Cotton,Chân váy,Kẻ caro,Thắt lưng,Vừa,Giữ ấm,Người lớn
XXL,176,97,Tím,Cotton,Áo khoác,Trơn,Thắt lưng,Vừa,Giữ ấm,Người lớn
L,150,91,Trắng,Lụa,Váy,Đơn sắc,Thắt lưng,Dày,Chống nắng,Người lớn
XL,150,99,Xám,Polyester,Chân váy,Đơn sắc,Cúc,Vừa,Chống nắng,Người lớn
XXL,172,109,Tím,Polyester,Áo sơ mi,Đơn sắc,Khóa kéo,Vừa,Chống nước,Người lớn
L,161,108,Đen,Lụa,Váy,Trơn,Khóa kéo,Vừa,Thoáng khí,Người lớn
XL,165,92,Đen,Lụa,Chân váy,Kẻ caro,Thắt lưng,Vừa,Chống nắng,Người lớn
XXL,178,102,Tím,Cotton,Áo len,Trơn,Cúc,Vừa,Giữ ấm,Người lớn
L,162,106,Xám,Lụa,Áo khoác,Đơn sắc,Thắt lưng,Vừa,Thoáng khí,Người lớn
XL,160,94,Xám,Denim,Quần,Đơn sắc,Cúc,Vừa,Giữ ấm,Người lớn
XXL,157,108,Đen,Cotton,Áo sơ mi,Kẻ caro,Thắt lưng,Dày,Thoáng khí,Người lớn
L,164,91,Tím,Cotton,Áo khoác,Đơn sắc,Không,Vừa,Thoáng khí,Người lớn
XL,175,100,Xám,Denim,Áo khoác,Kẻ caro,Không,Vừa,Chống nước,Người lớn
XXL,151,104,Đen,Denim,Váy,Kẻ caro,Cúc,Vừa,Giữ ấm,Người lớn
L,156,104,Tím,Denim,Chân váy,Đơn sắc,Khóa kéo,Vừa,Thoáng khí,Người lớn
XL,168,110,Tím,Polyester,Áo len,Trơn,Thắt lưng,Dày,Chống nước,Người lớn
XXL,172,95,Trắng,Lụa,Váy,Đơn sắc,Cúc,Vừa,Chống nắng,Người lớn
L,163,92,Xám,Denim,Áo sơ mi,Kẻ caro,Không,Dày,Thoáng khí,Người lớn
XL,155,107,Tím,Lụa,Váy,Đơn sắc,Không,Vừa,Thoáng khí,Người lớn
XXL,162,108,Xám,Cotton,Quần,Kẻ caro,Khóa kéo,Dày,Chống nước,Người lớn
L,173,105,Đen,Denim,Áo khoác,Đơn sắc,Không,Dày,Chống nước,Người lớn
XL,177,108,Xám,Lụa,Chân váy,Trơn,Không,Dày,Giữ ấm,Người lớn
XXL,174,109,Trắng,Lụa,Váy,Kẻ caro,Cúc,Dày,Thoáng khí,Người lớn
L,162,92,Trắng,Lụa,Áo khoác,Đơn sắc,Khóa kéo,Dày,Thoáng khí,Người lớn
XL,171,91,Đen,Cotton,Chân váy,Kẻ caro,Không,Dày,Chống nắng,Người lớn
XXL,156,94,Xám,Cotton,Áo len,Trơn,Thắt lưng,Dày,Thoáng khí,Người lớn
L,173,102,Đen,Cotton,Áo len,Đơn sắc,Thắt lưng,Dày,Thoáng khí,Người lớn
XL,178,103,Xám,Lụa,Áo len,Trơn,Cúc,Dày,Giữ ấm,Người lớn
XXL,167,91,Đen,Denim,Váy,Trơn,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,151,91,Tím,Lụa,Chân váy,Đơn sắc,Thắt lưng,Vừa,Chống nước,Người lớn
XL,178,95,Tím,Denim,Váy,Kẻ caro,Cúc,Vừa,Giữ ấm,Người lớn
XXL,161,107,Trắng,Polyester,Váy,Đơn sắc,Không,Vừa,Thoáng khí,Người lớn
L,176,105,Tím,Cotton,Chân váy,Kẻ caro,Không,Vừa,Chống nước,Người lớn
XL,160,99,Tím,Denim,Chân váy,Trơn,Thắt lưng,Dày,Chống nước,Người lớn
XXL,150,105,Xám,Cotton,Quần,Trơn,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,156,107,Đen,Denim,Chân váy,Kẻ caro,Cúc,Dày,Thoáng khí,Người lớn
XL,167,109,Trắng,Cotton,Váy,Đơn sắc,Không,Vừa,Chống nắng,Người lớn
XXL,151,92,Đen,Lụa,Áo sơ mi,Kẻ caro,Không,Dày,Giữ ấm,Người lớn
L,166,110,Xám,Lụa,Áo len,Đơn sắc,Không,Dày,Giữ ấm,Người lớn
XL,159,97,Đen,Lụa,Chân váy,Đơn sắc,Cúc,Vừa,Giữ ấm,Người lớn
XXL,157,98,Đen,Cotton,Chân váy,Đơn sắc,Không,Dày,Chống nước,Người lớn
L,166,90,Xám,Polyester,Áo khoác,Đơn sắc,Cúc,Vừa,Giữ ấm,Người lớn
XL,156,99,Tím,Polyester,Áo khoác,Kẻ caro,Thắt lưng,Vừa,Chống nắng,Người lớn
XXL,178,100,Đen,Polyester,Áo sơ mi,Kẻ caro,Cúc,Dày,Giữ ấm,Người lớn
L,171,93,Đen,Polyester,Chân váy,Trơn,Cúc,Dày,Chống nước,Người lớn
XL,158,97,Tím,Polyester,Áo sơ mi,Kẻ caro,Thắt lưng,Vừa,Giữ ấm,Người lớn
XXL,175,105,Đen,Cotton,Quần,Đơn sắc,Không,Dày,Thoáng khí,Người lớn
L,157,106,Tím,Denim,Áo len,Đơn sắc,Thắt lưng,Vừa,Giữ ấm,Người lớn
XL,153,101,Xám,Polyester,Váy,Đơn sắc,Thắt lưng,Vừa,Chống nắng,Người lớn
XXL,162,109,Trắng,Polyester,Váy,Trơn,Không,Vừa,Chống nước,Người lớn
L,166,106,Trắng,Polyester,Áo khoác,Trơn,Thắt lưng,Vừa,Giữ ấm,Người lớn
XL,174,98,Đen,Lụa,Áo sơ mi,Đơn sắc,Không,Dày,Giữ ấm,Người lớn
XXL,160,90,Tím,Denim,Váy,Trơn,Thắt lưng,Dày,Chống nước,Người lớn
L,153,97,Xám,Cotton,Chân váy,Trơn,Không,Dày,Chống nắng,Người lớn
XL,165,93,Đen,Denim,Áo sơ mi,Trơn,Cúc,Vừa,Chống nước,Người lớn
XXL,150,90,Xám,Denim,Quần,Kẻ caro,Thắt lưng,Dày,Giữ ấm,Người lớn
L,179,98,Xám,Cotton,Áo khoác,Kẻ caro,Không,Dày,Chống nắng,Người lớn
XL,160,102,Đen,Cotton,Áo len,Kẻ caro,Không,Dày,Chống nước,Người lớn
XXL,158,108,Đen,Cotton,Áo sơ mi,Kẻ caro,Thắt lưng,Vừa,Chống nắng,Người lớn
L,152,108,Xám,Polyester,Áo sơ mi,Kẻ caro,Cúc,Dày,Chống nắng,Người lớn
XL,170,95,Xám,Cotton,Quần,Trơn,Khóa kéo,Vừa,Chống nước,Người lớn
XXL,173,97,Xám,Denim,Áo len,Kẻ caro,Khóa kéo,Dày,Chống nắng,Người lớn
L,163,95,Đen,Cotton,Áo khoác,Trơn,Không,Vừa,Chống nước,Người lớn
XL,151,97,Xám,Cotton,Áo sơ mi,Trơn,Không,Vừa,Giữ ấm,Người lớn
XXL,162,108,Tím,Polyester,Váy,Kẻ caro,Thắt lưng,Vừa,Chống nắng,Người lớn
L,156,94,Tím,Lụa,Áo khoác,Đơn sắc,Khóa kéo,Dày,Chống nắng,Người lớn
XL,173,92,Đen,Polyester,Áo sơ mi,Trơn,Cúc,Dày,Thoáng khí,Người lớn
XXL,155,97,Đen,Polyester,Áo len,Đơn sắc,Cúc,Dày,Chống nước,Người lớn
L,179,107,Xám,Polyester,Váy,Trơn,Cúc,Dày,Thoáng khí,Người lớn
XL,157,105,Xám,Denim,Áo sơ mi,Đơn sắc,Không,Dày,Chống nắng,Người lớn
XXL,157,102,Đen,Denim,Quần,Kẻ caro,Thắt lưng,Dày,Chống nước,Người lớn
L,151,90,Xám,Polyester,Quần,Kẻ caro,Không,Dày,Thoáng khí,Người lớn
XL,179,109,Trắng,Denim,Áo sơ mi,Kẻ caro,Cúc,Vừa,Chống nắng,Người lớn
XXL,170,97,Xám,Cotton,Váy,Kẻ caro,Cúc,Dày,Chống nắng,Người lớn
L,151,93,Xám,Denim,Váy,Đơn sắc,Thắt lưng,Dày,Chống nước,Người lớn
XL,177,91,Trắng,Lụa,Áo len,Kẻ caro,Không,Vừa,Giữ ấm,Người lớn
XXL,158,91,Đen,Cotton,Váy,Kẻ caro,Khóa kéo,Dày,Giữ ấm,Người lớn
L,167,105,Trắng,Cotton,Váy,Kẻ caro,Thắt lưng,Dày,Chống nước,Người lớn
XL,159,103,Đen,Denim,Áo sơ mi,Kẻ caro,Cúc,Vừa,Chống nước,Người lớn
XXL,150,108,Xám,Polyester,Quần,Trơn,Cúc,Vừa,Thoáng khí,Người lớn
L,160,104,Trắng,Cotton,Váy,Đơn sắc,Khóa kéo,Dày,Thoáng khí,Người lớn
XL,167,104,Đen,Polyester,Áo len,Trơn,Cúc,Vừa,Thoáng khí,Người lớn
XXL,177,92,Trắng,Polyester,Quần,Kẻ caro,Khóa kéo,Dày,Chống nắng,Người lớn
L,180,94,Trắng,Denim,Áo sơ mi,Trơn,Khóa kéo,Dày,Giữ ấm,Người lớn
XL,164,108,Xám,Cotton,Áo khoác,Trơn,Thắt lưng,Vừa,Chống nắng,Người lớn
XXL,163,93,Tím,Denim,Áo sơ mi,Kẻ caro,Không,Vừa,Giữ ấm,Người lớn
L,169,98,Trắng,Polyester,Quần,Đơn sắc,Thắt lưng,Dày,Giữ ấm,Người lớn
XL,166,96,Trắng,Cotton,Quần,Kẻ caro,Khóa kéo,Vừa,Thoáng khí,Người lớn
XXL,152,103,Tím,Denim,Quần,Đơn sắc,Khóa kéo,Vừa,Chống nắng,Người lớn
L,173,105,Xám,Cotton,Chân váy,Đơn sắc,Thắt lưng,Dày,Chống nắng,Người lớn
XL,150,100,Đen,Lụa,Áo khoác,Đơn sắc,Khóa kéo,Vừa,Giữ ấm,Người lớn
XXL,153,93,Tím,Polyester,Áo sơ mi,Đơn sắc,Cúc,Vừa,Chống nước,Người lớn
L,178,103,Đen,Lụa,Áo sơ mi,Trơn,Thắt lưng,Vừa,Thoáng khí,Người lớn
XL,150,108,Xám,Cotton,Váy,Đơn sắc,Cúc,Dày,Giữ ấm,Người lớn
XXL,178,92,Tím,Denim,Váy,Đơn sắc,Cúc,Vừa,Chống nắng,Người lớn
L,176,96,Tím,Polyester,Áo khoác,Trơn,Thắt lưng,Dày,Giữ ấm,Người lớn
XL,162,94,Xám,Cotton,Áo khoác,Kẻ caro,Cúc,Vừa,Thoáng khí,Người lớn
XXL,151,105,Xám,Denim,Áo khoác,Đơn sắc,Cúc,Dày,Thoáng khí,Người lớn
L,161,103,Tím,Cotton,Áo len,Kẻ caro,Khóa kéo,Vừa,Thoáng khí,Người lớn
XL,153,100,Đen,Polyester,Áo khoác,Trơn,Không,Vừa,Giữ ấm,Người lớn
XXL,180,90,Xám,Denim,Áo sơ mi,Trơn,Không,Dày,Chống nắng,Người lớn
L,153,94,Đen,Lụa,Chân váy,Đơn sắc,Cúc,Dày,Chống nước,Người lớn
XL,174,109,Tím,Denim,Áo khoác,Trơn,Thắt lưng,Dày,Giữ ấm,Người lớn
XXL,166,94,Tím,Denim,Váy,Kẻ caro,Không,Dày,Chống nước,Người lớn
L,180,92,Xám,Denim,Áo khoác,Trơn,Không,Vừa,Chống nước,Người lớn
XL,161,103,Xám,Polyester,Áo sơ mi,Kẻ caro,Cúc,Vừa,Giữ ấm,Người lớn
XXL,167,95,Xám,Cotton,Chân váy,Trơn,Cúc,Dày,Chống nắng,Người lớn
L,160,99,Trắng,Cotton,Áo sơ mi,Đơn sắc,Khóa kéo,Dày,Thoáng khí,Người lớn
XL,156,95,Đen,Polyester,Quần,Đơn sắc,Cúc,Vừa,Giữ ấm,Người lớn
XXL,166,96,Đen,Cotton,Quần,Kẻ caro,Thắt lưng,Vừa,Chống nắng,Người lớn
L,175,99,Trắng,Cotton,Áo khoác,Kẻ caro,Không,Dày,Thoáng khí,Người lớn
XL,171,93,Đen,Lụa,Quần,Kẻ caro,Không,Vừa,Chống nước,Người lớn
XXL,160,100,Xám,Lụa,Chân váy,Kẻ caro,Khóa kéo,Dày,Giữ ấm,Người lớn
L,165,105,Xám,Cotton,Áo sơ mi,Kẻ caro,Không,Vừa,Chống nắng,Người lớn
XL,176,99,Trắng,Lụa,Áo len,Đơn sắc,Không,Vừa,Thoáng khí,Người lớn
XXL,168,93,Đen,Denim,Váy,Kẻ caro,Cúc,Dày,Chống nước,Người lớn
L,165,93,Tím,Cotton,Váy,Trơn,Không,Vừa,Chống nắng,Người lớn
XL,178,107,Đen,Lụa,Chân váy,Kẻ caro,Thắt lưng,Dày,Giữ ấm,Người lớn
XXL,159,109,Xám,Cotton,Chân váy,Đơn sắc,Cúc,Dày,Thoáng khí,Người lớn
L,156,91,Đen,Lụa,Áo len,Kẻ caro,Cúc,Dày,Giữ ấm,Người lớn
XL,151,101,Trắng,Denim,Chân váy,Kẻ caro,Không,Dày,Giữ ấm,Người lớn
XXL,169,101,Tím,Denim,Quần,Đơn sắc,Cúc,Vừa,Chống nước,Người lớn
L,155,96,Trắng,Denim,Quần,Trơn,Không,Dày,Chống nắng,Người lớn
XL,177,93,Xám,Polyester,Chân váy,Kẻ caro,Cúc,Vừa,Chống nắng,Người lớn
XXL,175,101,Xám,Denim,Quần,Đơn sắc,Thắt lưng,Vừa,Giữ ấm,Người lớn
L,167,90,Tím,Cotton,Chân váy,Đơn sắc,Cúc,Dày,Giữ ấm,Người lớn
XL,151,95,Đen,Lụa,Áo len,Trơn,Khóa kéo,Vừa,Chống nước,Người lớn
XXL,153,104,Tím,Polyester,Chân váy,Trơn,Khóa kéo,Dày,Chống nắng,Người lớn
L,158,108,Trắng,Denim,Áo sơ mi,Kẻ caro,Không,Dày,Chống nắng,Người lớn
XL,160,94,Tím,Cotton,Áo sơ mi,Đơn sắc,Không,Vừa,Giữ ấm,Người lớn
